UniqueID,MangoNum,TreeInfo,Weight,Flotation,Size,Category
LSUP120T4M09OT,9,T4 Out,306.0,F,,L
LSUP120T4M10OT,10,T4 Out,280.0,F,,L
LSUP120T4M11OT,11,T4 Out,150.0,F,,L
LSUP120T4M12OT,12,T4 Out,220.0,F,,R
LSUP120T4M13OT,13,T4 Out,172.0,S,,R
LSUP120T4M14OT,14,T4 Out,164.0,F,,R
LSUP120T4M15OT,15,T4 Out,189.0,S,,R
LSUP120T4M16OT,16,T4 Out,,,,
LSUP120T4M17OT,17,T4 Out,,,,
LSUP120T4M16IN,16,T4 Inside,270.0,F,,E
LSUP120T4M17IN,17,T4 Inside,263.0,F,,E
LSUP120T4M18IN,18,T4 Inside,392.0,F,,E
LSUP120T4M19IN,19,T4 Inside,275.0,F,,E
LSUP120T4M20IN,20,T4 Inside,292.0,F,,E
LSUP120T4M21IN,21,T4 Inside,253.0,F,,E
LSUP120T4M22IN,22,T4 Inside,247.0,S,,E
LSUP120T4M23IN,23,T4 Inside,313.0,F,,E
LSUP120T4M24IN,24,T4 Inside,276.0,F,,E
LSUP120T4M25IN,25,T4 Inside,341.0,F,,E
LSUP120T4M26IN,26,T4 Inside,269.0,F,,L
LSUP120T4M27IN,27,T4 Inside,251.0,F,,L
LSUP120T4M28IN,28,T4 Inside,280.0,F,,L
LSUP120T4M29IN,29,T4 Inside,288.0,F,,L
LSUP120T4M30IN,30,T4 Inside,306.0,S,,L
LSUP120T4M31IN,31,T4 Inside,242.0,S,,L
LSUP120T4M32IN,32,T4 Inside,237.0,F,,L
LSUP125T1M01OT,1,T1 Out,276.0,S,,E
LSUP125T1M02OT,2,T1 Out,267.0,F,,E
LSUP125T1M03OT,3,T1 Out,315.0,F,,E
LSUP125T1M04OT,4,T1 Out,252.0,F,,E
LSUP125T1M05OT,5,T1 Out,272.0,S,,E
LSUP125T1M06OT,6,T1 Out,299.0,S,,E
LSUP125T1M07OT,7,T1 Out,214.0,S,,E
LSUP125T1M08OT,8,T1 Out,276.0,S,,L
LSUP125T1M09OT,9,T1 Out,296.0,S,,L
LSUP125T1M10OT,10,T1 Out,236.0,S,,L
LSUP125T1M11OT,11,T1 Out,236.0,F,,L
LSUP125T1M12OT,12,T1 Out,289.0,S,,L
LSUP125T1M13OT,13,T1 Out,205.0,S,,L
LSUP125T1M14OT,14,T1 Out,255.0,F,,L
LSUP125T1M15OT,15,T1 Out,239.0,F,,L
LSUP125T1M16OT,16,T1 Out,274.0,S,,L
LSUP125T1M17OT,17,T1 Out,208.0,F,,R
LSUP125T1M16IN,16,T1 Inside,265.0,S,,E
LSUP125T1M17IN,17,T1 Inside,294.0,S,,E
LSUP125T1M18IN,18,T1 Inside,284.0,S,,E
LSUP125T1M19IN,19,T1 Inside,270.0,S,,E
LSUP125T1M20IN,20,T1 Inside,295.0,S,,E
LSUP125T1M21IN,21,T1 Inside,299.0,S,,E
LSUP125T1M22IN,22,T1 Inside,262.0,S,,E
LSUP125T1M23IN,23,T1 Inside,234.0,S,,L
LSUP125T1M24IN,24,T1 Inside,206.0,F,,L
LSUP125T1M25IN,25,T1 Inside,263.0,S,,L
LSUP125T1M26IN,26,T1 Inside,307.0,S,,L
LSUP125T1M27IN,27,T1 Inside,296.0,S,,L
LSUP125T1M28IN,28,T1 Inside,264.0,S,,L
LSUP125T1M29IN,29,T1 Inside,297.0,F,,L
LSUP125T1M30IN,30,T1 Inside,243.0,S,,L
LSUP125T1M31IN,31,T1 Inside,246.0,S,,L
LSUP125T1M32IN,32,T1 Inside,199.0,S,,R
LSUP125T1M33IN,33,T1 Inside,204.0,S,,R
ALUP111T1M01OT,1,T1 Out,313.0,F,,L
ALUP111T1M02OT,2,T1 Out,407.0,F,,L
ALUP111T1M03OT,3,T1 Out,345.0,F,,L
ALUP111T1M04OT,4,T1 Out,390.0,F,,L
ALUP111T1M05OT,5,T1 Out,226.0,S,,L
ALUP111T1M06OT,6,T1 Out,282.0,F,,L
ALUP111T1M07OT,7,T1 Out,279.0,F,,L
ALUP111T1M08OT,8,T1 Out,261.0,F,,L
ALUP111T1M09OT,9,T1 Out,334.0,F,,L
ALUP111T1M10OT,10,T1 Out,254.0,F,,L
ALUP111T1M11OT,11,T1 Out,291.0,F,,L
ALUP111T1M12OT,12,T1 Out,295.0,F,,L
ALUP111T1M13OT,13,T1 Out,338.0,F,,L
ALUP111T1M14OT,14,T1 Out,193.0,F,,L
ALUP111T1M15OT,15,T1 Out,298.0,F,,L
ALUP111T1M16IN,16,T1 Inside,389.0,F,,L
ALUP111T1M17IN,17,T1 Inside,318.0,S,,L
ALUP111T1M18IN,18,T1 Inside,272.0,F,,L
ALUP111T1M19IN,19,T1 Inside,244.0,F,,L
ALUP111T1M20IN,20,T1 Inside,351.0,F,,L
ALUP111T1M21IN,21,T1 Inside,369.0,F,,L
ALUP111T1M22IN,22,T1 Inside,276.0,F,,L
ALUP111T1M23IN,23,T1 Inside,368.0,F,,L
ALUP111T1M24IN,24,T1 Inside,353.0,F,,L
ALUP111T1M25IN,25,T1 Inside,256.0,F,,L
ALUP111T1M26IN,26,T1 Inside,322.0,F,,L
ALUP111T1M27IN,27,T1 Inside,275.0,F,,L
ALUP111T1M28IN,28,T1 Inside,174.0,S,,R
ALUP111T1M29IN,29,T1 Inside,171.0,F,,R
ALUP111T1M30IN,30,T1 Inside,286.0,F,,R
ALUP111T2M01OT,1,T2 Out,330.0,F,,L
ALUP111T2M02OT,2,T2 Out,307.0,F,,L
ALUP111T2M03OT,3,T2 Out,304.0,F,,L
ALUP111T2M04OT,4,T2 Out,382.0,F,,L
ALUP111T2M05OT,5,T2 Out,250.0,F,,L
ALUP111T2M06OT,6,T2 Out,250.0,F,,L
ALUP111T2M07OT,7,T2 Out,243.0,F,,L
ALUP111T2M08OT,8,T2 Out,205.0,S,,L
ALUP111T2M09OT,9,T2 Out,268.0,F,,L
ALUP111T2M10OT,10,T2 Out,284.0,F,,L
ALUP111T2M11OT,11,T2 Out,227.0,F,,L
ALUP111T2M12OT,12,T2 Out,244.0,F,,L
ALUP111T2M13OT,13,T2 Out,164.0,F,,L
ALUP111T2M14OT,14,T2 Out,153.0,F,,L
ALUP111T2M15OT,15,T2 Out,198.0,F,,L
ALUP111T2M16IN,16,T2 Inside,263.0,F,,L
ALUP111T2M17IN,17,T2 Inside,230.0,S,,L
ALUP111T2M18IN,18,T2 Inside,206.0,F,,L
ALUP111T2M19IN,19,T2 Inside,266.0,F,,L
ALUP111T2M20IN,20,T2 Inside,262.0,F,,L
ALUP111T2M21IN,21,T2 Inside,247.0,F,,L
ALUP111T2M22IN,22,T2 Inside,227.0,F,,L
ALUP111T2M23IN,23,T2 Inside,277.0,F,,L
ALUP111T2M24IN,24,T2 Inside,204.0,F,,L
ALUP111T2M25IN,25,T2 Inside,289.0,F,,L
ALUP111T2M26IN,26,T2 Inside,265.0,F,,L
ALUP111T2M27IN,27,T2 Inside,268.0,F,,L
ALUP111T2M28IN,28,T2 Inside,223.0,F,,L
ALUP111T2M29IN,29,T2 Inside,183.0,F,,R
ALUP111T2M30IN,30,T2 Inside,196.0,S,,R
ALUP111T3M01OT,1,T3 Out,297.12,F,,L
ALUP111T3M02OT,2,T3 Out,330.63,F,,L
ALUP111T3M03OT,3,T3 Out,253.05,F,,L
ALUP111T3M04OT,4,T3 Out,382.72,F,,L
ALUP111T3M05OT,5,T3 Out,369.79,S,,L
ALUP111T3M06OT,6,T3 Out,296.9,F,,L
ALUP111T3M07OT,7,T3 Out,403.68,F,,L
ALUP111T3M08OT,8,T3 Out,386.84,F,,L
ALUP111T3M09OT,9,T3 Out,252.45,F,,L
ALUP111T3M10OT,10,T3 Out,307.75,F,,L
ALUP111T3M11OT,11,T3 Out,302.34,F,,L
ALUP111T3M12OT,12,T3 Out,222.15,F,,L
ALUP111T3M13OT,13,T3 Out,211.73,S,,L
ALUP111T3M14OT,14,T3 Out,203.19,F,,L
ALUP111T3M15OT,15,T3 Out,221.82,S,,L
ALUP111T3M16OT,16,T3 Out,110.86,F,,L
ALUP111T3M16IN,16,T3 Inside,332.36,F,,E
ALUP111T3M17IN,17,T3 Inside,331.78,F,,E
ALUP111T3M18IN,18,T3 Inside,232.72,F,,E
ALUP111T3M19IN,19,T3 Inside,334.89,F,,L
ALUP111T3M20IN,20,T3 Inside,278.01,F,,L
ALUP111T3M21IN,21,T3 Inside,376.68,F,,L
ALUP111T3M22IN,22,T3 Inside,329.64,F,,L
ALUP111T3M23IN,23,T3 Inside,283.46,F,,L
ALUP111T3M24IN,24,T3 Inside,250.76,F,,L
ALUP111T3M25IN,25,T3 Inside,299.78,F,,L
ALUP111T3M26IN,26,T3 Inside,285.25,F,,L
ALUP111T3M27IN,27,T3 Inside,285.85,S,,R
ALUP111T3M28IN,28,T3 Inside,299.91,F,,R
ALUP111T3M29IN,29,T3 Inside,427.95,S,,R
ALUP111T3M30IN,30,T3 Inside,148.06,F,,R
ALUP111T4M01OT,1,T4 Out,331.72,F,,L
ALUP111T4M02OT,2,T4 Out,312.87,F,,L
ALUP111T4M03OT,3,T4 Out,289.67,F,,L
ALUP111T4M04OT,4,T4 Out,303.06,F,,L
ALUP111T4M05OT,5,T4 Out,287.72,F,,L
ALUP111T4M06OT,6,T4 Out,248.72,F,,L
ALUP111T4M07OT,7,T4 Out,268.43,F,,L
ALUP111T4M08OT,8,T4 Out,224.93,F,,L
ALUP111T4M09OT,9,T4 Out,252.19,F,,L
ALUP111T4M10OT,10,T4 Out,262.82,F,,L
ALUP111T4M11OT,11,T4 Out,226.74,F,,L
ALUP111T4M12OT,12,T4 Out,210.68,F,,L
ALUP111T4M13OT,13,T4 Out,140.45,F,,L
ALUP111T4M14OT,14,T4 Out,181.26,F,,L
ALUP111T4M15OT,15,T4 Out,192.48,F,,L
ALUP111T4M16IN,16,T4 Inside,298.86,F,,L
ALUP111T4M17IN,17,T4 Inside,344.32,F,,L
ALUP111T4M18IN,18,T4 Inside,243.11,F,,L
ALUP111T4M19IN,19,T4 Inside,270.4,F,,L
ALUP111T4M20IN,20,T4 Inside,246.88,F,,L
ALUP111T4M21IN,21,T4 Inside,243.65,F,,L
ALUP111T4M22IN,22,T4 Inside,265.06,F,,L
ALUP111T4M23IN,23,T4 Inside,232.83,F,,L
ALUP111T4M24IN,24,T4 Inside,291.48,F,,L
ALUP111T4M25IN,25,T4 Inside,195.75,F,,R
ALUP111T4M26IN,26,T4 Inside,165.77,S,,R
ALUP111T4M27IN,27,T4 Inside,186.35,F,,R
ALUP111T4M28IN,28,T4 Inside,142.18,F,,R
ALUP111T4M29IN,29,T4 Inside,173.39,F,,R
ALUP111T4M30IN,30,T4 Inside,162.06,F,,R
ALUP116T1M01OT,1,T1 Out,,,,
ALUP116T1M02OT,2,T1 Out,,,,
ALUP116T1M03OT,3,T1 Out,,,,
ALUP116T1M04OT,4,T1 Out,,,,
ALUP116T1M05OT,5,T1 Out,,,,
ALUP116T1M06OT,6,T1 Out,,,,
ALUP116T1M07OT,7,T1 Out,,,,
ALUP116T1M08OT,8,T1 Out,,,,
ALUP116T1M09OT,9,T1 Out,,,,
ALUP116T1M10OT,10,T1 Out,,,,
ALUP116T1M11OT,11,T1 Out,,,,
ALUP116T1M12OT,12,T1 Out,,,,
ALUP116T1M13OT,13,T1 Out,,,,
ALUP116T1M14OT,14,T1 Out,,,,
ALUP116T1M15OT,15,T1 Out,,,,
ALUP116T1M16IN,16,T1 Inside,,,,
ALUP116T1M17IN,17,T1 Inside,,,,
ALUP116T1M18IN,18,T1 Inside,,,,
ALUP116T1M19IN,19,T1 Inside,,,,
ALUP116T1M20IN,20,T1 Inside,,,,
ALUP116T1M21IN,21,T1 Inside,,,,
ALUP116T1M22IN,22,T1 Inside,,,,
ALUP116T1M23IN,23,T1 Inside,,,,
ALUP116T1M24IN,24,T1 Inside,,,,
ALUP116T1M25IN,25,T1 Inside,,,,
ALUP116T1M26IN,26,T1 Inside,,,,
ALUP116T1M27IN,27,T1 Inside,,,,
ALUP116T1M28IN,28,T1 Inside,,,,
ALUP116T1M29IN,29,T1 Inside,,,,
ALUP116T1M30IN,30,T1 Inside,,,,
ALUP116T2M01OT,1,T2 Out,253.62,F,,L
ALUP116T2M02OT,2,T2 Out,314.06,F,,L
ALUP116T2M03OT,3,T2 Out,235.11,S,,L
ALUP116T2M04OT,4,T2 Out,294.02,F,,L
ALUP116T2M05OT,5,T2 Out,219.24,F,,L
ALUP116T2M06OT,6,T2 Out,296.99,F,,L
ALUP116T2M07OT,7,T2 Out,237.39,F,,L
ALUP116T2M08OT,8,T2 Out,263.51,F,,L
ALUP116T2M09OT,9,T2 Out,301.41,F,,L
ALUP116T2M10OT,10,T2 Out,272.36,S,,L
ALUP116T2M11OT,11,T2 Out,294.4,S,,L
ALUP116T2M12OT,12,T2 Out,231.18,F,,L
ALUP116T2M13OT,13,T2 Out,206.71,F,,L
ALUP116T2M14OT,14,T2 Out,197.15,S,,L
ALUP116T2M15OT,15,T2 Out,307.2,F,,R
ALUP116T2M16IN,16,T2 Inside,250.26,F,,L
ALUP116T2M17IN,17,T2 Inside,277.69,F,,L
ALUP116T2M18IN,18,T2 Inside,276.95,F,,L
ALUP116T2M19IN,19,T2 Inside,234.67,F,,L
ALUP116T2M20IN,20,T2 Inside,295.16,S,,L
ALUP116T2M21IN,21,T2 Inside,164.93,S,,L
ALUP116T2M22IN,22,T2 Inside,254.98,F,,L
ALUP116T2M23IN,23,T2 Inside,299.18,F,,L
ALUP116T2M24IN,24,T2 Inside,213.35,F,,L
ALUP116T2M25IN,25,T2 Inside,211.43,S,,L
ALUP116T2M26IN,26,T2 Inside,305.0,F,,L
ALUP116T2M27IN,27,T2 Inside,237.67,S,,L
ALUP116T2M28IN,28,T2 Inside,295.2,F,,L
ALUP116T2M29IN,29,T2 Inside,213.21,F,,L
ALUP116T2M30IN,30,T2 Inside,250.06,S,,L
ALUP116T3M01OT,1,T3 Out,319.71,,,E
ALUP116T3M02OT,2,T3 Out,353.93,,,E
ALUP116T3M03OT,3,T3 Out,370.52,,,E
ALUP116T3M04OT,4,T3 Out,297.79,S,,L
ALUP116T3M05OT,5,T3 Out,327.35,S,,L
ALUP116T3M06OT,6,T3 Out,287.65,,,L
ALUP116T3M07OT,7,T3 Out,312.49,S,,L
ALUP116T3M08OT,8,T3 Out,360.5,S,,L
ALUP116T3M09OT,9,T3 Out,339.25,S,,L
ALUP116T3M10OT,10,T3 Out,394.92,,,L
ALUP116T3M11OT,11,T3 Out,350.72,,,L
ALUP116T3M12OT,12,T3 Out,299.06,,,L
ALUP116T3M13OT,13,T3 Out,305.46,S,,L
ALUP116T3M14OT,14,T3 Out,350.83,S,,L
ALUP116T3M15OT,15,T3 Out,354.24,,,L
ALUP116T3M16IN,16,T3 Inside,408.16,,,E
ALUP116T3M17IN,17,T3 Inside,346.89,S,,E
ALUP116T3M18IN,18,T3 Inside,344.81,,,E
ALUP116T3M19IN,19,T3 Inside,401.14,,,E
ALUP116T3M20IN,20,T3 Inside,443.38,,,E
ALUP116T3M21IN,21,T3 Inside,147.1,S,,L
ALUP116T3M22IN,22,T3 Inside,303.43,,,L
ALUP116T3M23IN,23,T3 Inside,235.4,,,L
ALUP116T3M24IN,24,T3 Inside,322.18,S,,L
ALUP116T3M25IN,25,T3 Inside,255.31,,,L
ALUP116T3M26IN,26,T3 Inside,226.1,S,,L
ALUP116T3M27IN,27,T3 Inside,288.78,S,,L
ALUP116T3M28IN,28,T3 Inside,273.83,,,L
ALUP116T3M29IN,29,T3 Inside,132.68,S,,L
ALUP116T3M30IN,30,T3 Inside,354.91,,,L
ALUP116T4M01OT,1,T4 Out,284.77,,,E
ALUP116T4M02OT,2,T4 Out,331.63,S,,E
ALUP116T4M03OT,3,T4 Out,277.9,,,E
ALUP116T4M04OT,4,T4 Out,318.44,,,E
ALUP116T4M05OT,5,T4 Out,306.34,S,,E
ALUP116T4M06OT,6,T4 Out,239.67,,,L
ALUP116T4M07OT,7,T4 Out,288.52,,,L
ALUP116T4M08OT,8,T4 Out,293.88,,,L
ALUP116T4M09OT,9,T4 Out,290.87,S,,L
ALUP116T4M10OT,10,T4 Out,263.51,,,L
ALUP116T4M11OT,11,T4 Out,228.16,,,L
ALUP116T4M12OT,12,T4 Out,320.33,,,L
ALUP116T4M13OT,13,T4 Out,169.29,S,,L
ALUP116T4M14OT,14,T4 Out,280.81,,,L
ALUP116T4M15OT,15,T4 Out,298.22,,,L
ALUP116T4M16IN,16,T4 Inside,247.1,,,E
ALUP116T4M17IN,17,T4 Inside,333.15,,,L
ALUP116T4M18IN,18,T4 Inside,307.16,,,L
ALUP116T4M19IN,19,T4 Inside,216.55,,,L
ALUP116T4M20IN,20,T4 Inside,266.8,,,L
ALUP116T4M21IN,21,T4 Inside,219.85,,,L
ALUP116T4M22IN,22,T4 Inside,240.04,,,L
ALUP116T4M23IN,23,T4 Inside,222.79,,,L
ALUP116T4M24IN,24,T4 Inside,300.76,,,L
ALUP116T4M25IN,25,T4 Inside,290.88,,,L
ALUP116T4M26IN,26,T4 Inside,222.6,,,L
ALUP116T4M27IN,27,T4 Inside,274.51,,,L
ALUP116T4M28IN,28,T4 Inside,245.89,S,,R
ALUP116T4M29IN,29,T4 Inside,190.77,,,R
ALUP116T4M30IN,30,T4 Inside,252.52,S,,R
ALUP121T1M01OT,1,T1 Out,391.4,,,E
ALUP121T1M02OT,2,T1 Out,281.38,,,E
ALUP121T1M03OT,3,T1 Out,370.35,F,,E
ALUP121T1M04OT,4,T1 Out,397.33,F,,L
ALUP121T1M05OT,5,T1 Out,281.25,,,L
ALUP121T1M06OT,6,T1 Out,403.95,F,,L
ALUP121T1M07OT,7,T1 Out,329.9,F,,L
ALUP121T1M08OT,8,T1 Out,274.98,,,L
ALUP121T1M09OT,9,T1 Out,375.51,F,,L
ALUP121T1M10OT,10,T1 Out,296.87,,,L
ALUP121T1M11OT,11,T1 Out,291.03,F,,L
ALUP121T1M12OT,12,T1 Out,270.45,,,L
ALUP121T1M13OT,13,T1 Out,223.23,F,,L
ALUP121T1M14OT,14,T1 Out,248.18,F,,L
ALUP121T1M15OT,15,T1 Out,291.28,,,L
ALUP121T1M16IN,16,T1 Inside,375.57,F,,E
ALUP121T1M17IN,17,T1 Inside,306.22,,,E
ALUP121T1M18IN,18,T1 Inside,358.25,,,E
ALUP121T1M19IN,19,T1 Inside,391.47,,,E
ALUP121T1M20IN,20,T1 Inside,247.47,F,,E
ALUP121T1M21IN,21,T1 Inside,338.7,,,E
ALUP121T1M22IN,22,T1 Inside,305.09,,,E
ALUP121T1M23IN,23,T1 Inside,338.63,F,,L
ALUP121T1M24IN,24,T1 Inside,352.43,,,L
ALUP121T1M25IN,25,T1 Inside,315.27,,,L
ALUP121T1M26IN,26,T1 Inside,323.81,,,L
ALUP121T1M27IN,27,T1 Inside,378.35,,,L
ALUP121T1M28IN,28,T1 Inside,359.66,,,L
ALUP121T1M29IN,29,T1 Inside,295.37,F,,L
ALUP121T1M30IN,30,T1 Inside,329.73,,,L
ALUP121T2M01OT,1,T2 Out,246.02,,,E
ALUP121T2M02OT,2,T2 Out,322.73,F,,E
ALUP121T2M03OT,3,T2 Out,288.02,F,,E
ALUP121T2M04OT,4,T2 Out,284.94,F,,E
ALUP121T2M05OT,5,T2 Out,244.6,F,,E
ALUP121T2M06OT,6,T2 Out,303.46,F,,E
ALUP121T2M07OT,7,T2 Out,224.57,F,,E
ALUP121T2M08OT,8,T2 Out,368.08,,,L
ALUP121T2M09OT,9,T2 Out,259.27,,,L
ALUP121T2M10OT,10,T2 Out,303.94,,,L
ALUP121T2M11OT,11,T2 Out,282.67,F,,L
ALUP121T2M12OT,12,T2 Out,265.57,F,,L
ALUP121T2M13OT,13,T2 Out,267.61,,,L
ALUP121T2M14OT,14,T2 Out,219.03,F,,L
ALUP121T2M15OT,15,T2 Out,303.59,,,L
ALUP121T2M16IN,16,T2 Inside,283.12,F,,E
ALUP121T2M17IN,17,T2 Inside,296.49,,,E
ALUP121T2M18IN,18,T2 Inside,358.52,F,,E
ALUP121T2M19IN,19,T2 Inside,240.95,F,,E
ALUP121T2M20IN,20,T2 Inside,276.8,,,E
ALUP121T2M21IN,21,T2 Inside,245.74,F,,E
ALUP121T2M22IN,22,T2 Inside,239.64,F,,L
ALUP121T2M23IN,23,T2 Inside,326.0,,,L
ALUP121T2M24IN,24,T2 Inside,350.27,F,,L
ALUP121T2M25IN,25,T2 Inside,288.87,,,L
ALUP121T2M26IN,26,T2 Inside,315.73,F,,L
ALUP121T2M27IN,27,T2 Inside,332.2,,,L
ALUP121T2M28IN,28,T2 Inside,262.66,F,,L
ALUP121T2M29IN,29,T2 Inside,221.21,F,,L
ALUP121T2M30IN,30,T2 Inside,259.54,,,L
ALUP121T3M01OT,1,T3 Out,380.99,,,E
ALUP121T3M02OT,2,T3 Out,385.22,F,,E
ALUP121T3M03OT,3,T3 Out,275.87,,,E
ALUP121T3M04OT,4,T3 Out,353.96,,,E
ALUP121T3M05OT,5,T3 Out,289.33,,,E
ALUP121T3M06OT,6,T3 Out,295.09,,,E
ALUP121T3M07OT,7,T3 Out,342.66,F,,E
ALUP121T3M08OT,8,T3 Out,300.39,,,E
ALUP121T3M09OT,9,T3 Out,292.34,,,E
ALUP121T3M10OT,10,T3 Out,367.01,,,L
ALUP121T3M11OT,11,T3 Out,374.77,F,,L
ALUP121T3M12OT,12,T3 Out,298.97,,,L
ALUP121T3M13OT,13,T3 Out,323.18,,,L
ALUP121T3M14OT,14,T3 Out,428.44,,,L
ALUP121T3M15OT,15,T3 Out,314.37,,,L
ALUP121T3M16IN,16,T3 Inside,385.31,,,E
ALUP121T3M17IN,17,T3 Inside,306.1,,,E
ALUP121T3M18IN,18,T3 Inside,348.88,,,E
ALUP121T3M19IN,19,T3 Inside,341.15,,,E
ALUP121T3M20IN,20,T3 Inside,406.32,F,,E
ALUP121T3M21IN,21,T3 Inside,260.42,,,E
ALUP121T3M22IN,22,T3 Inside,406.0,F,,L
ALUP121T3M23IN,23,T3 Inside,372.56,F,,L
ALUP121T3M24IN,24,T3 Inside,331.4,,,L
ALUP121T3M25IN,25,T3 Inside,375.47,F,,L
ALUP121T3M26IN,26,T3 Inside,335.54,,,L
ALUP121T3M27IN,27,T3 Inside,290.27,,,L
ALUP121T3M28IN,28,T3 Inside,271.77,F,,L
ALUP121T3M29IN,29,T3 Inside,274.96,F,,L
ALUP121T3M30IN,30,T3 Inside,325.85,F,,L
ALUP121T4M01OT,1,T4 Out,340.23,F,,E
ALUP121T4M02OT,2,T4 Out,287.95,F,,E
ALUP121T4M03OT,3,T4 Out,351.89,F,,E
ALUP121T4M04OT,4,T4 Out,251.55,F,,E
ALUP121T4M05OT,5,T4 Out,393.66,,,L
ALUP121T4M06OT,6,T4 Out,411.43,,,L
ALUP121T4M07OT,7,T4 Out,306.69,,,L
ALUP121T4M08OT,8,T4 Out,242.96,,,L
ALUP121T4M09OT,9,T4 Out,220.14,,,L
ALUP121T4M10OT,10,T4 Out,294.46,,,L
ALUP121T4M11OT,11,T4 Out,351.12,,,L
ALUP121T4M12OT,12,T4 Out,226.23,,,L
ALUP121T4M13OT,13,T4 Out,323.35,F,,L
ALUP121T4M14OT,14,T4 Out,313.78,,,L
ALUP121T4M15OT,15,T4 Out,307.01,F,,L
ALUP121T4M16IN,16,T4 Inside,284.52,,,E
ALUP121T4M17IN,17,T4 Inside,328.28,F,,E
ALUP121T4M18IN,18,T4 Inside,282.48,F,,E
ALUP121T4M19IN,19,T4 Inside,291.1,,,E
ALUP121T4M20IN,20,T4 Inside,313.72,F,,E
ALUP121T4M21IN,21,T4 Inside,192.64,,,E
ALUP121T4M22IN,22,T4 Inside,285.89,,,E
ALUP121T4M23IN,23,T4 Inside,304.73,,,L
ALUP121T4M24IN,24,T4 Inside,292.32,,,L
ALUP121T4M25IN,25,T4 Inside,148.62,,,L
ALUP121T4M26IN,26,T4 Inside,237.0,F,,L
ALUP121T4M27IN,27,T4 Inside,282.92,F,,L
ALUP121T4M28IN,28,T4 Inside,239.64,,,L
ALUP121T4M29IN,29,T4 Inside,396.57,F,,L
ALUP121T4M30IN,30,T4 Inside,352.02,,,L
